user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety
@vboone,US,ZinPhomaniac 2014 Old Vines Reserve Zinfandel (Sonoma County),"There's 3% each of Grenache and Petite Sirah in this wine that is quite ripe and straightforward in its fruity waves of blackberry, cherry and oaky chocolate. Firm tannins don't overwhelm, opting instead to support and structure. Black pepper leaves a lasting impression on the finish.",Old Vines Reserve,87,25.0,California,Sonoma County,Sonoma,ZinPhomaniac,Chardonnay
@wawinereport,US,Canoe Ridge 2010 Block 1 Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),"All coming from a single block of the winery's estate vineyard, this is a 100% varietal, aged in half new French oak. It's drinking young with reticent notes of olive, coffee, boysenberry and cherry. The acids are quite tart—taking days to settle down—buffeted by firm, gritty tannins.",Block 1 Estate Grown,88,58.0,Washington,Columbia Valley (WA),Columbia Valley,Canoe Ridge,Syrah
@paulgwine ,US,Domaine Serene 2012 Jerusalem Hill Pinot Noir (Willamette Valley),This Pinot is from the winery's only Eola-Amity Hills AVA vineyard. The palate brings distinctive herbal accents around brambly berry-fruit flavors. Rich seams of caramel and chocolate smooth the finish.,Jerusalem Hill,92,90.0,Oregon,Willamette Valley,Willamette Valley,Domaine Serene,Pinot Noir
@vboone,US,Carlisle 2014 Montafi Ranch Zinfandel (Russian River Valley),"From a ranch planted originally in 1926 this is a knockout wine, exotically spiced and nuanced in pepper, cinnamon and a distinction of sandalwood. High-toned fruit provides a lift to the lushness that wants to dominate, but never does, allowing the tangy orange and blackberry to speak quietly and clearly.",Montafi Ranch,93,47.0,California,Russian River Valley,Sonoma,Carlisle,Zinfandel
@wawinereport,US,Efeste 2013 Big Papa Old Block Cabernet Sauvignon (Columbia Valley (WA)),"This is the first vintage of this wine to include estate fruit, along with fruit from Klipsun, Bacchus and Red Willow. A complex medley of herb and spice aromas accented by purple flowers is followed by bold yet still refined dark-fruit flavors that linger on the finish. It has the tannin to go the distance. Best after 2020.",Big Papa Old Block,92,60.0,Washington,Columbia Valley (WA),Columbia Valley,Efeste,Syrah
@gordone_cellars,US,Yorkville Cellars 2013 Rennie Vineyard Merlot (Yorkville Highlands),"This is a flavorful, smooth-textured wine drenched with grapy, jammy flavors. Ripe and concentrated, it has a lively mouthfeel due to welcome tannins and acidity. It offers a lot to like.",Rennie Vineyard,88,30.0,California,Yorkville Highlands,North Coast,Yorkville Cellars,Syrah
@paulgwine ,US,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),"Sourced from a cool site in this southern Oregon AVA, this compelling effort rewards both breathing time and extra attention. Classic funk/umami scents and flavors accompany tangy boysenberry fruit. Suggestions of roasted meat, allspice, licorice, espresso and iron filings fill in throughout a long and satisfying finish. This is a wine you may enjoy immediately and on through 2025.",Steelhead Run Vineyard,92,29.0,Oregon,Applegate Valley,Southern Oregon,Quady North,Syrah
@mattkettmann,US,Lorenzi Estate 2013 Brutus II Red (Temecula Valley),"Dense aromas of cooked blueberries meet with clove, ginger and leather on the nose of this red blend. Leathery flavors also show on the palate along with black currant and more baking-spice touches.",Brutus II,88,45.0,California,Temecula Valley,South Coast,Lorenzi Estate,Pinot Noir
@wawinereport,US,Doyenne 2012 AIX Red (Red Mountain),"Still coming into its own, this blend of Syrah (60%) and Cabernet Sauvignon from top sites Grand Ciel, Ciel du Cheval, Upchurch and Klipsun vineyards offers reticent notes of blackberries, herbs and roasted meat. It's loaded with rich, powerful dark fruit flavors that linger on the finish.",AIX,91,39.0,Washington,Red Mountain,Columbia Valley,Doyenne,Bordeaux-style Red Blend
@wawinereport,US,Cayuse 2013 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),"The aromas are perfumed and expressive, with notes of crushed flowers, brown stems, black olive, sea salt, smoked meat and funk. The flavors are dense and intense, but still with a silky feel. It's a classic example of this producer, with a finish that just won't quit.",Cailloux Vineyard,95,80.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse,Bordeaux-style Red Blend
@vboone,US,W.H. Smith 2012 Hellenthal Pinot Noir (Sonoma Coast),"A deep, dense concentration of black cherry and berry provides richness and juiciness to this wine, the fruit wrapped around velvety waves of full-bodied texture and a supporting wall of oak. Earthy licorice and black tea appear on the long finish.",Hellenthal,93,50.0,California,Sonoma Coast,Sonoma,W.H. Smith,Syrah
@vboone,US,Rutherford Hill 2012 Barrel Select Red (Napa Valley),"Sanguine, this Merlot-dominant blend is juicy with well-toned structure and length. Smaller percentages of Syrah and Malbec provide succulence and softness, while also offering a density of black cherry and berry, finished in dark chocolate.",Barrel Select,88,35.0,California,Napa Valley,Napa,Rutherford Hill,Red Blend
@paulgwine ,US,Michelle NV Extra Dry Sparkling (Columbia Valley (WA)),"Using the all-too-confusing “extra dry” designation for a rather sweet sparkling wine seems unnecessary for this re-named wine with spiffy new packaging. The blend is 63% Chardonnay, 19% Pinot Noir and 18% Pinot Gris; the flavors are a mix of citrus rind and crystalized sugar. The finish, despite the sweetness, is slightly bitter.",Extra Dry,85,14.0,Washington,Columbia Valley (WA),Columbia Valley,Michelle,Red Blend
@mattkettmann,US,Clos de la Tech 2010 Domaine Valeta Sunny Slope Pinot Noir (Santa Cruz Mountains),"Aromas of plum, black cherry and mulberry are enhanced by crushed graphite, clove dust, scarlet rose petals and menthol on the nose of this bottling. The palate reveals a stunning amount of depth, with eucalyptus leaf, white sage, violet petals, rose hips and pine needles giving depth to the rich black-plum fruit.",Domaine Valeta Sunny Slope,95,82.0,California,Santa Cruz Mountains,Central Coast,Clos de la Tech,Cabernet Sauvignon
@paulgwine ,US,Adamant Cellars 2006 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),"This is 100% Syrah from an excellent vineyard. It's chewy and even a bit salty in the mouth, with a mix of bell pepper and black pepper over streaks of berry and cassis. Most of the flavor is front-loaded, and the wine fades away into an earthy, fairly tannic finish.",Spofford Station Vineyard,87,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Adamant Cellars,Syrah
@vboone,US,Luna 2014 Winemaker's Red (Napa Valley),"This juicy and simple blend of 40% Merlot with Syrah, Petite Sirah and Cabernet Sauvignon offers chewy, dense tannins and a lingering spiciness of leather and tobacco.",Winemaker's,88,60.0,California,Napa Valley,Napa,Luna,Cabernet Sauvignon
@wawinereport,US,Tamarack Cellars 2011 Sagemoor Vineyards Reserve Red (Columbia Valley (WA)),"This blend of Cabernet Sauvignon (67%), Merlot (22%) and Cabernet Franc draws you in with aromas of dark coffee, dried herbs, medicine cabinet and dark cherry. The sweet flavors are layered and tightly wound, with tart acidity and lightly gritty tannins stitching it all together.",Sagemoor Vineyards Reserve,91,50.0,Washington,Columbia Valley (WA),Columbia Valley,Tamarack Cellars,Syrah
@vboone,US,Sojourn 2015 Sangiacomo Vineyard Chardonnay (Sonoma Coast),"Salty on the palate, this medium-bodied wine is focused in tension and nervy freshness, with a generosity of complex fruit. Lime, pear and fig ride a cool-climate wave of orange peel that lifts the underlying density and concentration at work in this vintage.",Sangiacomo Vineyard,92,45.0,California,Sonoma Coast,Sonoma,Sojourn,Pinot Noir
@paulgwine ,US,Le Cadeau 2015 Équinoxe Reserve Pinot Noir (Chehalem Mountains),"This reserve-level wine is a barrel selection from a particular block of the vineyard. It's aromatic, with wet hay, raspberry and cherry scents. The flavors have a lightly spicy lift, punching through with a chipotle pepper-like edge but finishing on ripe fruit. Best through 2022.",Équinoxe Reserve,92,80.0,Oregon,Chehalem Mountains,Willamette Valley,Le Cadeau,Pinot Noir
@wawinereport,US,SoDo 2015 Love Birds Rosé (Washington),"This wine is a blend of Grenache, Pinot Noir and Pinot Gris. Salmon colored, it offers light notes of red apple, melon and a hint of strawberry. The flavors are dry and generous, with a broad feel bringing a lot of appeal.",Love Birds,90,15.0,Washington,Washington,Washington Other,SoDo,Pinot Gris
@vboone,US,Fort Ross 2013 Rosé of Pinot Noir (Fort Ross-Seaview),"A saignée-method rosé given three months in neutral French oak, this wine is dark raspberry in color. Vibrant and fresh, it offers swirls of spicy herb and wild strawberry, a hint of watermelon adding to its mouthwatering quality. Dry and savory, it also has some meat on its bones, a lovely go-to for meals of all kinds.",Rosé of,90,24.0,California,Fort Ross-Seaview,Sonoma,Fort Ross,Sauvignon Blanc
@vboone,US,Sharabella Wines 2008 Padre Amante Reserve Cabernet Sauvignon (Lodi),"Not sure what's going on here but both bottles of this Cab smelled of diesel gasoline, burnt rubber and corn nuts.",Padre Amante Reserve,80,15.0,California,Lodi,Central Valley,Sharabella Wines,Cabernet Sauvignon
@wawinereport,US,Ross Andrew 2010 Old Block Boushey Vineyard Syrah (Columbia Valley (WA)),"This wine provides aromas of iron, red currant, cranberry and herb, along with a rubbing alcohol note that provides a bit of distraction. It's reserved but flavorful, with fruit and savory notes lingering on the tart, extended finish.",Old Block Boushey Vineyard,90,65.0,Washington,Columbia Valley (WA),Columbia Valley,Ross Andrew,Syrah
@wawinereport,US,Battle Creek 2012 Unconditional Pinot Noir (Oregon),"This wine has a light color and appealing notes of candied strawberries, herbs, brown stems and forest floor. It's light and airy—surprising given the general power of the vintage—with delicate, mouthwatering fruit flavors.",Unconditional,86,16.0,Oregon,Oregon,Oregon Other,Battle Creek,Pinot Noir
@gordone_cellars,US,Deaver 2010 Signature Zinfandel (Amador County),"The power and richness of Port fill this extreme—and extremely delicious—Zinfandel. It is very deep in color and vivid in aroma, like the scent of ripe grapes at the crusher on harvest day. It fills the mouth with apparent sweetness that lingers long on the finish. Perfect match for after dinner with blue cheese and toasted walnuts, or a cigar.",Signature,93,28.0,California,Amador County,Sierra Foothills,Deaver,Zinfandel
@gordone_cellars,US,Uvaggio 2014 Radix Vinea Zinfandel (El Dorado),"Concentrated fruit flavors, full body and a smooth, broad mouthfeel make this wine soothing and satisfying to drink. Made from vines growing on their own roots, the wine delivers a ripe berry and cherry character that floods the palate and lingers nicely on the finish.",Radix Vinea,91,24.0,California,El Dorado,Sierra Foothills,Uvaggio,Zinfandel
@vboone,US,Gracianna 2015 Suzanne's Blend Chardonnay (Russian River Valley),"There's a lot to like in this youthful, concentrated white, from its tartness of green apple and lime to its mineral-laden acidity. Full bodied, it never loses that sense of verve on the palate, which helps rein in the ripeness.",Suzanne's Blend,88,36.0,California,Russian River Valley,Sonoma,Gracianna,Zinfandel
@gordone_cellars,US,Dutton-Goldfield 2014 Chileno Valley Vineyards Riesling (Marin County),"Here is a friendly, fruity, medium-bodied wine with light apple and pear aromas. Off-dry flavors are more melony and floral, and the wine has a relatively soft texture. Made from old vines and fermented in stainless steel, it offers subtle charms.",Chileno Valley Vineyards,86,30.0,California,Marin County,North Coast,Dutton-Goldfield,Pinot Noir
@vboone,US,Loken Cellars 2010 Penn Valley Vineyards Cabernet Sauvignon (Sierra Foothills),"An open-book Cabernet medium in tannin structure and expressive in plum, blackberry and tobacco. Juicy with a rustic edge.",Penn Valley Vineyards,85,26.0,California,Sierra Foothills,Sierra Foothills,Loken Cellars,Zinfandel
@mattkettmann,US,Joyce 2016 Turbidity Current Rosé (Monterey County),"This is one of the vintage's knockout rosés, thanks in part to the Grenache and Gamay grapes that make up the blend. It's pale pink in color, with supple lime pith, strawberry, chalk and melon aromas. The palate is tense with structure, its bubblegum and lemon peel flavors riding a wave of acidity that persists long into the finish.",Turbidity Current,92,25.0,California,Monterey County,Central Coast,Joyce,Zinfandel
@paulgwine ,US,Antiquum Farm 2014 Aurosa Pinot Gris (Willamette Valley),"This falls sbetween a rosé and an orange wine in its appearance, a pale salmon/copper shade that results from 36 hours of skin contact before pressing. Scents of hibiscus tea and rosewater put a delicate top note ahead of rich, ripe, round and spicy citrus fruit. A strong impression of cinnamon marks the finish.",Aurosa,90,28.0,Oregon,Willamette Valley,Willamette Valley,Antiquum Farm,Pinot Noir
@paulgwine ,US,Adelsheim 2013 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),"This well-loved vineyard delivers classic Eola-Amity Hills flavors—fresh strawberries spiked with peppery herbs. It's sharp, detailed and persistent, carrying fragrant notes of truffle into the finish.",Temperance Hill Vineyard,93,75.0,Oregon,Eola-Amity Hills,Willamette Valley,Adelsheim,Pinot Noir
@vboone,US,Wente 2011 The Nth Degree Cabernet Sauvignon (Livermore Valley),"Tight in elegant raspberry and cassis fruit, this small-production Cabernet is on the cool-climate side of the equation, reflective of the vintage. Tastes of black and bell peppers are interspersed with cedar, and the finish is purely oak.",The Nth Degree,87,80.0,California,Livermore Valley,Central Coast,Wente,Cabernet Sauvignon
@vboone,US,Rally Point Wines 2013 Limited Production Chardonnay (Russian River Valley),"Dark hay in color with a concentration of oak on the nose, the palate retains that richness of nutty almond and apple pie, finding a balance that betrays the heavier implications of the initial aromas. On the finish it offers a lightness of being, as well as a touch of perfume.",Limited Production,88,38.0,California,Russian River Valley,Sonoma,Rally Point Wines,Zinfandel
@paulgwine ,US,Trisaetum 2010 Ribbon Ridge Vineyard Dry Riesling (Ribbon Ridge),"Beautifully balanced, with a creamy texture that pushes the wine into deeper and deeper layers. A mix of stone fruits, ripe citrus, brightness and purity of young vines, with .95 residual sugar that nicely rounds out the finish.",Ribbon Ridge Vineyard Dry,90,24.0,Oregon,Ribbon Ridge,Willamette Valley,Trisaetum,Pinot Noir
@vboone,US,Taken Wine Co. 2014 Taken Red (Napa Valley),"This perfumed expression of 60% Cabernet Sauvignon and 40% Merlot shows a great depth of complexity and deliciousness for the price. Firm, grippy tannin stars alongside dark cherry, currant, clove and tobacco, all along a softened layering of texture.",Taken,88,40.0,California,Napa Valley,Napa,Taken Wine Co.,Cabernet Sauvignon
@vboone,US,Yardstick 2012 Ruth's Reach Cabernet Sauvignon (Napa Valley),"Candied fruit and oak combine on the palate for a smooth ride in this medium-weight wine, priced attractively given the quality. A bittersweet hint of tobacco greets the finish.",Ruth's Reach,86,30.0,California,Napa Valley,Napa,Yardstick,Chardonnay
@wawinereport,US,Maryhill 2013 Clifton Hill Vineyard Cabernet Sauvignon (Wahluke Slope),"Baking spice, freshly hewn wood and dark fruit aromas are followed by pitch-black-fruit flavors. The volatiles are just in check.",Clifton Hill Vineyard,87,40.0,Washington,Wahluke Slope,Columbia Valley,Maryhill,Syrah
@mattkettmann,US,Byron 2013 Monument Pinot Noir (Santa Maria Valley),"The pinnacle power-showing bottling of each vintage, this wine is brawny on the nose, reminiscent of hearty black cherry, bay leaf, crushed clove, roasted game and leather. The intriguingly herbal character is lavish on the palate, where dark cranberry and deep pomegranate gain complexity from peppercorn and thyme, showcasing very well-blended flavors.",Monument,94,65.0,California,Santa Maria Valley,Central Coast,Byron,Syrah
@gordone_cellars,US,Naggiar 2012 Estate Sangiovese (Sierra Foothills),"A spicy oak aroma, fresh red cherry and cranberry flavors and a brisk, slightly tannic texture make this wine quite appetizing. While medium bodied, it has plenty of flavor impact as well as an enticing mouthfeel.",Estate,89,22.0,California,Sierra Foothills,Sierra Foothills,Naggiar,Sauvignon Blanc
@gordone_cellars,US,Las Positas 2014 Estate Rosé (Livermore Valley),"Fresh and tempting, this has a hot-pink color and flavors like watermelon and cherry. With medium body and even a light touch of tannin, it's more meaty than many rosés, so you can serve it with the meal as well as for an apéritif.",Estate,89,25.0,California,Livermore Valley,Central Coast,Las Positas,Sauvignon Blanc
@paulgwine ,US,Veranda Beach 2010 Collage Red (Washington),"The first release from a new resort winery on Lake Osoyoos. Katy Perry, of Tildio, is the winemaker. This is a bright, high-toned blend of Barbera, Sangiovese and Cabernet Franc aged 22 months in French and American oak barrels. Flavors of strawberry, Bing cherry and milk chocolate highlight a wine of medium weight and depth.",Collage,87,29.0,Washington,Washington,Washington Other,Veranda Beach,Chardonnay
@mattkettmann,US,Sanford 2013 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),"Violet, lavender, mulberry, black cherry, cola, graphite and a touch of sarsaparilla lead the nose on this bottling from this vineyard planted in 1997. Tart cranberry, pencil lead, dried orange rind, bay leaf, fennel and bay leaf all show on the palate, which is tremendously grippy and offers strong depth way into the finish.",La Rinconada Vineyard,92,68.0,California,Sta. Rita Hills,Central Coast,Sanford,Pinot Noir
@paulgwine ,US,Columbia Crest 2007 Stone Tree Vineyard Reserve Zinfandel (Columbia Valley (WA)),"Columbia Crest makes a limited number of single vineyard reserves. This Zinfandel comes from what is emerging as the best site for that grape in Washington. Bright, tart, and full of sappy raspberry and red fruits, this young, ageworthy Zin has great penetration and punch. In style, it is closest to classic Dry Creek Zins from such producers as A. Rafanelli and Doug Nalle. Though labeled simply Columbia Valley, it's actually the Wahluke Slope AVA.",Stone Tree Vineyard Reserve,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Columbia Crest,Bordeaux-style Red Blend
@vboone,US,Trefethen 2013 Dry Riesling (Oak Knoll District),"Backed by the winery's well-earned reputation for dry Riesling out of the Napa Valley, this offers pretty aromatics of orange blossom and honeysuckle followed by rich layers of peach, pear and a streak of honey on the finish.",Dry,88,25.0,California,Oak Knoll District,Napa,Trefethen,Red Blend
@wawinereport,US,Valley View 2010 Anna Maria Tempranillo (Applegate Valley),"Though the palate can't deliver all that the aromas have to offer, there's intrigue to this estate Tempranillo with notes of dark flowers, sweet tobacco, and dried tea leaves playing off olive and other savory notes.",Anna Maria,86,18.0,Oregon,Applegate Valley,Southern Oregon,Valley View,Chardonnay
@wawinereport,US,Camaraderie 2014 Chandler Reach Vineyard Sangiovese (Yakima Valley),"Aromas of cigar box, herb and cherry are followed by bright tart acid-driven cranberry flavors. The tannins bring a light astringency but it delivers a lot of enjoyment.",Chandler Reach Vineyard,89,29.0,Washington,Yakima Valley,Columbia Valley,Camaraderie,Bordeaux-style Red Blend
@vboone,US,Kenefick Ranch 2013 Pickett Road Red Estate Grown Red (Calistoga),"A half of this wine is made from Petit Verdot, the remainder consisting of 30% Merlot and 20% Cabernet Sauvignon. Together they offer a full-bodied, richly ripe grip of big body, tannin and blueberry jam.",Pickett Road Red Estate Grown,90,55.0,California,Calistoga,Napa,Kenefick Ranch,Cabernet Sauvignon
@vboone,US,Joseph Swan Vineyards 2013 Hawk Hill Vineyard Chardonnay (Russian River Valley),"As delicious as its 2012 counterpart, yet needing more time, this vineyard-designate shines in high acidity and swirls of lemon and tangerine, remaining balanced in weight and volume in body and structure. With suggestions of ginger throughout, it finishes briny.",Hawk Hill Vineyard,93,45.0,California,Russian River Valley,Sonoma,Joseph Swan Vineyards,Chardonnay
@mattkettmann,US,Two Sisters 2013 Lindsay's Vineyard Pinot Noir (Sta. Rita Hills),"Clove-spiced pomegranate juice hits the nose first on this top-end bottling from the Foley family. It also offers some soy and sesame scents. A minerally line of pencil lead and black rocks coalesce the palate around savory, tangy flavors of tart cherry, incense, Earl Grey tea and orange rind.",Lindsay's Vineyard,93,75.0,California,Sta. Rita Hills,Central Coast,Two Sisters,Pinot Noir
@gordone_cellars,US,Save Me San Francisco 2014 Drops of Jupiter Red (California),"Very opulent in texture and somewhat sweet in flavor, this wine has black pepper and blackberry aromas, ripe and jammy fruit on the palate and enough grippy tannin to nicely counterbalance the sweetness.",Drops of Jupiter,87,10.0,California,California,California Other,Save Me San Francisco,Red Blend
@paulgwine ,US,Lauren Ashton Cellars 2009 Cuvée Arlette Red (Red Mountain),"This is a stunning Bordeaux-style blend of 57% Merlot, 19% Cabernet Franc and 9% Cabernet Sauvignon, with 2.5% each of Petit Verdot and Malbec. Tight, dark and dense, it showcases the detailed styling that epitomizes the Lauren Ashton portfolio. Perfectly ripe and perfectly proportioned, it has the power and tannin to age for decades.",Cuvée Arlette,95,50.0,Washington,Red Mountain,Columbia Valley,Lauren Ashton Cellars,Bordeaux-style Red Blend
@vboone,US,Diamond Creek 2014 Volcanic Hill Cabernet Sauvignon (Napa Valley),"Perfumed in lavender, violet and mountain sage, this is a lovely wine, as always, softly layered in concentrated flavors of tobacco, cassis and black cherry. Integrated and balanced, though bold, it has a grip of tannin and smoky oak that persists on the lengthy finish.",Volcanic Hill,94,225.0,California,Napa Valley,Napa,Diamond Creek,Cabernet Sauvignon
@mattkettmann,US,Burrell School Vineyards 2011 Principal's Choice Estate Reserve Pinot Noir (Santa Cruz Mountains),"From a winery atop Summit Road between Santa Cruz and San Jose comes this wine with a hefty, rich nose of fresh-pressed raspberry, black plum and strawberry notes, boosted by Dr Pepper and light licorice spice. Notes of nutmeg and allspice mix with juniper, dried plum and boysenberry on the lush palate.",Principal's Choice Estate Reserve,91,39.0,California,Santa Cruz Mountains,Central Coast,Burrell School Vineyards,Syrah
@paulgwine ,US,Left Coast Cellars 2014 The Orchards Pinot Gris (Willamette Valley),"This tasty bottle does not push for maximum ripeness, settling comfortably into a ripe-enough mix of apples, pears and nectarines. There's a dusting of cinnamon and even a little hint of brown sugar, though the wine is definitely finished dry. The balance holds true through a medium-long finish.",The Orchards,88,18.0,Oregon,Willamette Valley,Willamette Valley,Left Coast Cellars,Chardonnay
@vboone,US,MacRostie 2015 Sangiacomo Vineyard Chardonnay (Carneros),"Subdued in oak, this bright intriguing wine does a nice job showcasing tart tangy flavors of green olive and green apple, while still maintaining a freshness at its core. It is moderately structured and teased in a twist of lime.",Sangiacomo Vineyard,91,46.0,California,Carneros,Napa-Sonoma,MacRostie,Pinot Noir
@wawinereport,US,Jacob Williams 2012 Underwood Mountain Vineyard Pinot Noir (Columbia Gorge (WA)),"This moderately colored wine offers an unusual assortment of cherry, smoke, green wood and medicinal notes. The strawberry, cranberry and mesquite flavors are elegant, with a chalky feel.",Underwood Mountain Vineyard,84,28.0,Washington,Columbia Gorge (WA),Washington Other,Jacob Williams,Chardonnay
@mattkettmann,US,Epoch Estate Wines 2013 Authenticity Red (Paso Robles),"Dark and thick in the glass, this blend of 82% Syrah and 18% Mourvèdre leads with black cherry syrup, smoked beef and dark chocolate aromas, which blossom as the wine opens. Rich and lavish on the palate, it has fine tannins that frame its blueberry, cassis and mocha flavors. It's firmly structured, with a lingering acidity.",Authenticity,94,75.0,California,Paso Robles,Central Coast,Epoch Estate Wines,Cabernet Sauvignon
@paulgwine ,US,Penner-Ash 2014 Hyland Vineyard Pinot Noir (McMinnville),"This much-admired vineyard brings exotic scents of ripe black-cherry fruit soaked in Asian spices. The wine is compact and powerful, with strong tannins and a light whiff of tar. Drink 2018 through 2026.",Hyland Vineyard,92,65.0,Oregon,McMinnville,Willamette Valley,Penner-Ash,Pinot Noir
@mattkettmann,US,Testarossa 2013 Diana's Chardonnay (California),"An oily character of tangerine skin, peach flesh and condensed nuts meets with caramel, pinched soda and cut stone-fruit freshness on the nose of this top bottling from the Los Gatos producer. The palate shows ripe Granny Smith apple flesh, seared pears and almond oil, with a sea-salt splash on the finish.",Diana's,93,70.0,California,California,California Other,Testarossa,Syrah
@wawinereport,US,Ryan Patrick 2014 Reserve Bacchus Vineyard Chardonnay (Columbia Valley (WA)),"Bright aromas of vanilla, toast and wood spice lead to a full-bodied, rich palate. The style gets out in front of the fruit but there's still much to enjoy.",Reserve Bacchus Vineyard,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Ryan Patrick,Cabernet Sauvignon
@wawinereport,US,Original House Wine 2012 Steak House Cabernet Sauvignon (Columbia Valley (WA)),"It brings a Northwest Cabernet profile of black currant, plum, licorice and light herbs with medium-bodied feel. A touch of sweetness rounds out the finish.",Steak House,85,11.0,Washington,Columbia Valley (WA),Columbia Valley,Original House Wine,Chardonnay
@vboone,US,Pech Merle 2016 Ivy Rosé de Syrah (Sonoma County),"From 90% Syrah and 10% Zinfandel, this is a fairly dark-colored wine, aged in stainless steel. It shows moderate acidity and highlights of wild strawberry, watermelon and jam, finishing with a tease of sweetness.",Ivy Rosé de,88,23.0,California,Sonoma County,Sonoma,Pech Merle,Chardonnay
@wawinereport,US,Ashan 2016 Barrel Fermented Chardonnay (Columbia Valley (WA)),"Aromas of candy corn, spice and almond butter are followed by full-bodied, tropical-fruit flavors that show a pleasing sense of richness and intensity. It's a delicious example of the variety, with a lingering finish.",Barrel Fermented,91,25.0,Washington,Columbia Valley (WA),Columbia Valley,Ashan,Bordeaux-style Red Blend
@mattkettmann,US,Dunning Vineyards 2013 Estate Wines Westside Chardonnay (Paso Robles),"One of the many vintners proud of their forthcoming Willow Creek District appellation, Bob and Jo-Ann Dunning's Chardonnay presents delicate aromas of yellow flowers, vanilla bean, peach skin and limestone. The white rocks extend to the palate, picking up nectarine elements, too, creating a lean but flavorful wine that's refreshing enough to sip all night.",Estate Wines Westside,92,26.0,California,Paso Robles,Central Coast,Dunning Vineyards,Pinot Noir
@vboone,US,Ladera 2014 Estate Cabernet Sauvignon (Napa Valley),"Made from fruit grown both on Howell and Diamond mountains, this wine is powerful and concentrated, bursting in mountain tannins. Waxy plum, dried herb, graphite and pencil shavings provide a savory tangy underbelly of woody accents, met and complemented by robust black cherry and cassis, the palate rounded at the finish.",Estate,91,60.0,California,Napa Valley,Napa,Ladera,Cabernet Sauvignon
@vboone,US,Martin Ray 2014 809 Clone Chardonnay (Russian River Valley),"Big oak turns salty and citrus-laden in this mellowed, balanced and medium-bodied white, made in tiny amounts. Apple, ginger and honey take over midway, before the finish turns intriguingly salty once again.",809 Clone,91,35.0,California,Russian River Valley,Sonoma,Martin Ray,Zinfandel
@mattkettmann,US,Last Light 2014 Spanish Springs Vineyard Chardonnay (San Luis Obispo County),"Delicate and retrained in aroma, this wine hails from an extreme coastal vineyard between Pismo Beach and the Edna Valley. With patience, Meyer lemon curd and scratched-lime elements emerge, and the flavors are also light, with more lemon and lime as well as Gala apple and Anjou pear flesh.",Spanish Springs Vineyard,88,28.0,California,San Luis Obispo County,Central Coast,Last Light,Syrah
@paulgwine ,US,Viento 2009 Chukar Ridge Vineyard Sangiovese Rosé (Columbia Valley (OR)),"Bone dry, wonderfully fresh and loaded with strawberry and watermelon flavors, hepped up with lightly peppery spice. In short, a perfect summer sipper, chilled and drunk with picnic foods, preferably outdoors.",Chukar Ridge Vineyard Sangiovese,86,14.0,Oregon,Columbia Valley (OR),Oregon Other,Viento,Gewürztraminer
@mattkettmann,US,Wrights Station 2012 Far Away Block Pinot Noir (Santa Cruz Mountains),"There are elements of a restrained ripeness to the nose of this wine: Kalamata olive, pressed cranberrry and herbs, along with slightly sweet figs and plums. It's quite easy to drink yet rather intriguing with strawberry-raspberry juice and crushed herb notes of oregano and marjoram.",Far Away Block,94,44.0,California,Santa Cruz Mountains,Central Coast,Wrights Station,Rhône-style Red Blend
@vboone,US,Rocky Hill 2013 Richard Dinner Vineyard Buddy's Blend White (Sonoma Mountain),"A curious mix of 77% Pinot Gris and 33% Chardonnay from a sought-after vineyard site, Buddy's is oaky, salty and thick, with a floral bouquet that lightens its load and represents the Pinot Gris component well. It may need more time to harmonize.",Richard Dinner Vineyard Buddy's Blend,86,24.0,California,Sonoma Mountain,Sonoma,Rocky Hill,Chardonnay
@mattkettmann,US,Guyomar 2012 Laity Red (Paso Robles),"This blend holds 59% Syrah, 24% Grenache, 13% Petite Sirah and 4% Zinfandel. Slightly reserved at first, with some patience it begins to show violets, boysenberries and sandalwood on the nose. Aromatic purple flowers arise on the sip, along with dark chocolate and black currant. But the wine is rigidly structured, remaining quite wound-up even after many hours open.",Laity,89,42.0,California,Paso Robles,Central Coast,Guyomar,Chardonnay
@mattkettmann,US,Wrights Station 2012 Bates Ranch Vineyard Cabernet Sauvignon (Santa Cruz Mountains),"From a vineyard just below Mt. Madonna, this bottling offers deep blackberry and black-pepper spice, with herbal oregano, thyme and touches of pasilla chile on the nose. It's quite herbaceous in that typical mountain style, with bay leaf and dried basil set against dry elderberry fruit.",Bates Ranch Vineyard,91,44.0,California,Santa Cruz Mountains,Central Coast,Wrights Station,Rhône-style Red Blend
